id,question,options,explanation,image_paths,img_type,answer,topic_difficulty,question_type,subfield
validation_Finance_6,"Clare Jaccard has $5,000 to invest. Because she is only 25 years old, she is not concerned about the length of the investment's life. What she is sensitive to is the rate of return she will earn on the investment. With the help of her financial advisor, Clare has isolated four equally risky investments, each providing a single amount at the end of its life, as shown in the following table. All the investments require an initial $5,000 payment. <image 1> Calculate, to the nearest 1%, the rate of return on investment B available to Clare.","['11%', '8%', '10%', '9%']",,MMMU_Finance_images/validation\validation_Finance_6_image_1.png,['Tables'],B,Medium,multiple-choice,Managerial Finance
validation_Finance_7,"Here is a forecast of sales by National Bromide for the first four months of 2019 (figures in $ thousands): <image 1> On the average 50% of credit sales are paid for in the current month, 30% are paid in the next month, and the remainder are paid in the month after that. What is the expected cash inflow from operations in months 3 and 4?","['Month 3: $31,000; Month 4: $30,000', 'Month 3: $81,000; Month 4: $96,000', 'Month 3: $91,000; Month 4: $86,000', 'Month 3: $119,000; Month 4: $100,000']",,MMMU_Finance_images/validation\validation_Finance_7_image_1.png,['Tables'],D,Medium,multiple-choice,Corporate Finance
validation_Finance_8,"The Booth Company's sales are forecasted to double from $1,000 in 2010 to $2,000 in 2011. Here is the December 31, 2010, balance sheet: <image 1> Booth's fixed assets were used to only 50% of capacity during 2010, but its current assets were at their proper levels in relation to sales. All assets except fixed assets must increase at the same rate as sales, and fixed assets would also have to increase at the same rate if the current excess capacity did not exist. Booth's after-tax profit margin is forecasted to be 5% and its payout ratio to be 60%. What is Booth's additional funds needed (AFN) for the coming year?",[],,MMMU_Finance_images/validation\validation_Finance_8_image_1.png,['Tables'],360,Medium,open,Financial Management
validation_Finance_9,"The Verbrugge Publishing Company's 2010 balance sheet and income statement are as follows (in millions of dollars): <image 1> Verbrugge and its creditors have agreed upon a voluntary reorganization plan. In this plan, each share of the $6 preferred will be exchanged for one share of $2.40 preferred with a par value of $37.50 plus one 8% subordinated income debenture with a par value of $75. The $10.50 preferred issue will be retired with cash. What is the income available to common shareholders in the proposed recapitalization?","['$4 million', '$5 million', '$6 million', '$7 million']",,MMMU_Finance_images/validation\validation_Finance_9_image_1.png,['Tables'],D,Hard,multiple-choice,Financial Management
validation_Finance_10,"Boisjoly Watch Imports has agreed to purchase 15,000 Swiss watches for 1 million francs at today's spot rate. The firm's financial manager, James Desreumaux, has noted the following current spot and forward rates: <image 1> On the same day, Desreumaux agrees to purchase 15,000 more watches in 3 months at the same price of 1 million francs. If the exchange rate for the Swiss franc is 0.50 to $1 in 90 days, how much will Desreumaux have to pay (in dollars) for the watches?",[],,MMMU_Finance_images/validation\validation_Finance_10_image_1.png,['Tables'],2000000,Medium,open,Financial Management
validation_Finance_11,"Solar Designs is considering an investment in an expanded product line. Two possible types of expansion are being considered. After investigating the possible outcomes, the company made the estimates shown in the following table. <image 1> Determine the range of the rates of return for each of the two projects.","['Expansion A: 20% to 24%; Expansion B: 10% to 30%', 'Expansion A: 16% to 24%; Expansion B: 10% to 30%', 'Expansion A: 16% to 24%; Expansion B: 20% to 30%', 'Expansion A: 20% to 24%; Expansion B: 20% to 30%']",,MMMU_Finance_images/validation\validation_Finance_11_image_1.png,['Tables'],B,Medium,multiple-choice,Managerial Finance
validation_Finance_12,"Consider the three stocks in the following table. $P_t$ represents price at time $t$, and $Q_t$ represents shares outstanding at time $t$. Stock C splits two for one in the last period. <image 1> Calculate the rate of return for the second period ($t=1$ to $t=2$)","['0', '1.23%', '2.38%', '3.57%']",The return is zero. The index remains unchanged because the return for each stock separately equals zero.,MMMU_Finance_images/validation\validation_Finance_12_image_1.png,['Tables'],A,Medium,multiple-choice,Financial Marketing
validation_Finance_13,"Changes in stockholders' equity  Listed are the equity sections of balance sheets for years 2014 and 2015 as reported by Golden Mine, Inc. The overall value of stockholders' equity has risen from $2,370,000 to $9,080,000. Use the statements to discover how and why that happened. <image 1> The company paid total dividends of $240,000 during fiscal 2015. What was the average price per share of the new stock sold during 2015?","['$7.25', '$8.75', '$9.75', '$10.75']",,MMMU_Finance_images/validation\validation_Finance_13_image_1.png,['Tables'],C,Easy,multiple-choice,Managerial Finance
validation_Finance_14,"The following table gives abbreviated balance sheets and income statements for Walmart. <image 1> At the end of fiscal 2017, Walmart had 2,960 million shares outstanding with a share price of $106. The company's weighted-average cost of capital was about 5%. Assume the marginal corporate tax rate was 35%. Calculate Economic value added.","['$6,340', '$7,340', '$8,340', '$9,340']",,MMMU_Finance_images/validation\validation_Finance_14_image_1.png,['Tables'],D,Hard,multiple-choice,Corporate Finance
validation_Finance_15,Consider the following two projects: <image 1>. What are the internal rates of return on the two projects?,"['Project A: 22%; Project B: 23.37%', 'Project A: 18%; Project B: 28.69%', 'Project A: 22%; Project B: 28.69%', 'Project A: 18%; Project B: 23.37%']",,MMMU_Finance_images/validation\validation_Finance_15_image_1.png,['Tables'],A,Hard,multiple-choice,Corporate Finance
validation_Finance_16,"A recent study of inflationary expectations has revealed that the consensus among economic forecasters yields the following average annual rates of inflation expected over the periods noted. (Note: Assume that the risk that future interest rate movements will affect longer maturities more than shorter maturities is zero; that is, assume that there is no maturity risk.) <image 1> If the real rate of interest is currently 2.5%, find the nominal rate of interest on the following U.S. Treasury issues: 3-month bill","['7.5%', '8.5%', '10.5%', '11.5%']",,MMMU_Finance_images/validation\validation_Finance_16_image_1.png,['Tables'],A,Easy,multiple-choice,Managerial Finance
validation_Finance_17,"Calculate the value of bond B shown in the following table, all of which pay interest semiannually. <image 1>",[],,MMMU_Finance_images/validation\validation_Finance_17_image_1.png,['Tables'],1000,Hard,open,Managerial Finance
validation_Finance_18," Consider a three-factor APT model. The factors and associated risk premiums are <image 1>. Calculate expected rates of return on the following stock: A stock with average exposure to each factor (i.e., with b = 1 for each). The risk-free interest rate is 7%. ","['5%', '7%', '13%', '15.5%']",,MMMU_Finance_images/validation\validation_Finance_18_image_1.png,['Tables'],C,Medium,multiple-choice,Corporate Finance
validation_Finance_19,What is the standard deviation of a random variable q with the following probability distribution? <image 1>,"['0.9397', '0.9492', '0.8292', '0.8194']",,MMMU_Finance_images/validation\validation_Finance_19_image_1.png,['Tables'],C,Medium,multiple-choice,Financial Marketing
validation_Finance_20,"Spike Equino is the CEO of a private medical equipment company that is proposing to sell 100,000 shares of its stock in an open auction. Suppose the company receives the bids in the following table. <image 1>. What will be the company's total receipts ($) from the sale if the auction is a discriminatory auction?",[],,MMMU_Finance_images/validation\validation_Finance_20_image_1.png,['Tables'],7243000,Medium,open,Corporate Finance
validation_Finance_21,"Adam and Arin Adams have collected their personal asset and liability information and have asked you to put together a balance sheet as of December 31, 2015. The following information is received from the Adams family. <image 1> What was their net working capital (NWC) for the year? (Hint: NWC is the difference between total liquid assets and total current liabilities.)","['$2,100', '$3,100', '$4,100', '$5,100']",,MMMU_Finance_images/validation\validation_Finance_21_image_1.png,['Tables'],A,Hard,multiple-choice,Managerial Finance
validation_Finance_22,Here are inflation rates and U.S. stock market and Treasury bill returns between 1929 and 1933: <image 1> . What was the real return on the stock market in 1932?,"['-14.33%', '-23.72%', '0.45%', '56.52%']",,MMMU_Finance_images/validation\validation_Finance_22_image_1.png,['Tables'],C,Easy,multiple-choice,Corporate Finance
validation_Finance_23,"Dozier Corporation is a fast-growing supplier of office products. Analysts project the following free cash flows (FCFs) during the next 3 years, after which FCF is expected to grow at a constant 7% rate. Dozier's weighted average cost of capital is WACC = 13%. <image 1> What is the current value of operations for Dozier?",[],,MMMU_Finance_images/validation\validation_Finance_23_image_1.png,['Tables'],527.89,Easy,open,Financial Management
validation_Finance_24,"Peninsular Research is initiating coverage of a mature manufacturing industry. John Jones, CFA, head of the research department, gathered the following fundamental industry and market data to help in his analysis: <image 1> Compute the price-to-earnings $(\frac{P_0}/E_{1})$ ratio for the industry based on this fundamental data",[],,MMMU_Finance_images/validation\validation_Finance_24_image_1.png,['Tables'],30.0,Medium,open,Financial Marketing
validation_Finance_25,"Abbey Naylor, CFA, has been directed to determine the value of Sundanci's stock using the Free Cash Flow to Equity (FCFE) model. Naylor believes that Sundanci's FCFE will grow at 27% for 2 years and 13% thereafter. Capital expenditures, depreciation, and working capital are all expected to increase proportionately with FCFE. <image 1> Calculate the amount of FCFE per share for the year 2011, using the data from above table.",[],,MMMU_Finance_images/validation\validation_Finance_25_image_1.png,['Tables'],0.286,Hard,open,Financial Marketing
validation_Finance_26,Consider the data in the following table: <image 1>. Determine the interest rate and present value of perpetuity C,"['interest rate = 5.0%; present value = $1,200,000', 'interest rate = 10.0%; present value = $1,000,000', 'interest rate = 8.0%; present value = $250,000', 'interest rate = 6.0%; present value = $50,000']",,MMMU_Finance_images/validation\validation_Finance_26_image_1.png,['Tables'],D,Easy,multiple-choice,Managerial Finance
validation_Finance_27,"A recent study of inflationary expectations has revealed that the consensus among economic forecasters yields the following average annual rates of inflation expected over the periods noted. (Note: Assume that the risk that future interest rate movements will affect longer maturities more than shorter maturities is zero; that is, assume that there is no maturity risk.) <image 1> If the real rate of interest is currently 2.5%, find the nominal rate of interest on the following U.S. Treasury issues: 5-year bond","['7.5%', '8.5%', '10.5%', '11.5%']",,MMMU_Finance_images/validation\validation_Finance_27_image_1.png,['Diagrams'],C,Easy,multiple-choice,Managerial Finance
validation_Finance_28, The following table shows interest rates and exchange rates for the U.S. dollar and the Lilliputian nano. The spot exchange rate is 15 nanos = $1. <image 1>. What is Dollar interest rate for 1 year?,"['5.58', '2.34', '15.18', '3.85']",,MMMU_Finance_images/validation\validation_Finance_28_image_1.png,['Tables'],A,Medium,multiple-choice,Corporate Finance
validation_Finance_29,Payback Consider the following projects: <image 1> Calculate the discounted payback period for each project,"[""Project A: 3 years; Project B: 3 years; Project C: does's exist"", ""Project A: 3 years; Project B: does's exist; Project C: 3 years"", ""Project A: does's exist; Project B: 3 years; Project C: 5 years"", ""Project A: does's exist; Project B: does's exist; Project C: does's exist""]",,MMMU_Finance_images/validation\validation_Finance_29_image_1.png,['Tables'],C,Medium,multiple-choice,Corporate Finance
validation_Finance_30,"Calculate the value of bond D shown in the following table, all of which pay interest semiannually. <image 1>",[],,MMMU_Finance_images/validation\validation_Finance_30_image_1.png,['Tables'],1249,Medium,open,Managerial Finance
test_Finance_1,"A firm wishing to evaluate interest rate behavior has gathered data on the nominal rate of interest and on inflationary expectations for five U.S. Treasury securities, each having a different maturity and each measured at a different point in time during the year just ended. (Note: Assume that the risk that future interest rate movements will affect longer maturities more than shorter maturities is zero; that is, assume that there is no maturity risk.) These data are summarized in the following table. <image 1> Using the preceding data, find the real rate of interest at each point in time","['A: 3.0%; B: 3.1%; C: 3.1%; D: 2.9%; E: 3.1%', 'A: 3.1%; B: 3.1%; C: 3.1%; D: 2.9%; E: 3.1%', 'A: 3.1%; B: 3.1%; C: 3.1%; D: 3.1%; E: 3.1%', 'A: 3.1%; B: 3%; C: 3%; D: 2.9%; E: 3.1%']",?,MMMU_Finance_images/test\test_Finance_1_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Finance
test_Finance_2,A newly issued bond has the following characteristics: <image 1> Calculate modified duration using the information above (in years).,[],?,MMMU_Finance_images/test\test_Finance_2_image_1.png,['Tables'],?,Medium,open,Financial Marketing
test_Finance_3,"The Raattama Corporation had sales of $3.5 million last year, and it earned a 5% return (after taxes) on sales. Recently, the company has fallen behind in its accounts payable. Although its terms of purchase are net 30 days, its accounts payable represent 60 days' purchases. The company's treasurer is seeking to increase bank borrowings in order to become current in meeting its trade obligations (that is, to have 30 days' payables outstanding). The company's balance sheet is as follows (in thousands of dollars): <image 1>  Assume that the bank will lend the firm the amount calculated in part a. The terms of the loan offered are 8%, simple interest, and the bank uses a 360-day year for the interest calculation. What is the interest charge for one month? (Assume there are 30 days in a month.)",[],?,MMMU_Finance_images/test\test_Finance_3_image_1.png,['Tables'],?,Medium,open,Financial Management
test_Finance_4,"Here are returns and standard deviations for four investments. <image 1>. Calculate the standard deviations of the following portfolio: 50% in Treasury bills, 50% in stock P","['1%', '7%', '19.1%', '27%']",?,MMMU_Finance_images/test\test_Finance_4_image_1.png,['Tables'],?,Medium,multiple-choice,Corporate Finance
test_Finance_5,"Greengage, Inc., a successful nursery, is considering several expansion projects. All the alternatives promise to produce an acceptable return. Data on four possible projects follow. <image 1> Which project is least risky, judging on the basis of range?","['The least risky project would be project A, since it has the lowest range', 'The least risky project would be project B, since it has the lowest range', 'The least risky project would be project C, since it has the lowest range', 'The least risky project would be project D, since it has the lowest range']",?,MMMU_Finance_images/test\test_Finance_5_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Finance
test_Finance_6,"The world airline system is composed of the routes X and Y, each of which requires 10 aircraft. These routes can be serviced by three types of aircraft-A, B, and C. There are 5 type A aircraft available, 10 type B, and 10 type C. These aircraft are identical except for their operating costs, which are as follows: <image 1>. The aircraft have a useful life of five years and a salvage value of $1 million. The aircraft owners do not operate the aircraft themselves but rent them to the operators. Owners act competitively to maximize their rental income, and operators attempt to minimize their operating costs. Airfares are also competitively determined. Assume the cost of capital is 10%. Which aircraft would be used on which route considering the annual operation cost?","['Route X: 5 type A, 5 type B; Route Y: 5 type A, 5 type C', 'Route X: 5 type A, 5 type C; Route Y: 5 type B, 5 type C', 'Route X: 5 type A, 5 type B; Route Y: 5 type B, 5 type C', 'Route X: 5 type A, 5 type C; Route Y: 5 type A, 5 type B']",?,MMMU_Finance_images/test\test_Finance_6_image_1.png,['Tables'],?,Hard,multiple-choice,Corporate Finance
test_Finance_7,"Greengage, Inc., a successful nursery, is considering several expansion projects. All the alternatives promise to produce an acceptable return. Data on four possible projects follow. <image 1> Calculate the coefficient of variation for each project.","['A: 0.19; B: 0.43; C: 0.18; D: 0.34', 'A: 0.24; B: 0.26; C: 0.27; D: 0.23', 'A: 0.35; B: 0.43; C: 0.32; D: 0.34', 'A: 0.35; B: 0.28; C: 0.32; D: 0.24']",?,MMMU_Finance_images/test\test_Finance_7_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Finance
test_Finance_8,"A game of chance offers the following odds and payoffs. Each play of the game costs $100, so the net profit per play is the payoff less $100. <image 1>. Calculate the expected rate of return and its variance","['Expected rate of return: 0%; Variance: 20,000', 'Expected rate of return: 0%; Variance: 10,000', 'Expected rate of return: 10%; Variance: 20,000', 'Expected rate of return: 10%; Variance: 10,000']",?,MMMU_Finance_images/test\test_Finance_8_image_1.png,['Tables'],?,Easy,multiple-choice,Corporate Finance
test_Finance_9,"You are analyzing the performance of two stocks. <image 1> The first, shown in Panel A, is Cyclical Industries Incorporated. Cyclical Industries makes machine tools and other heavy equipment, the demand for which rises and falls closely with the overall state of the economy. The second stock, shown in Panel B, is Biotech Cures Corporation. Biotech Cures uses biotechnology to develop new pharmaceutical compounds to treat incurable diseases. Biotech's fortunes are driven largely by the success or failure of its scientists to discover new and effective drugs. Each data point on the graph shows the monthly return on the stock of interest and the monthly return on the overall stock market. The lines drawn through the data points represent the characteristic lines for each security. Which stock do you think has a higher standard deviation?","['A', 'B', 'Similar']",?,MMMU_Finance_images/test\test_Finance_9_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Managerial Finance
test_Finance_10,"For case C in the following table: <image 1>. Calculate the present value of the annuity, assuming that it is an ordinary annuity","['$2,822', '$374,598', '$85,293', '$31,492', '$810,092']",?,MMMU_Finance_images/test\test_Finance_10_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Finance
test_Finance_11,"The following table gives abbreviated balance sheets and income statements for Walmart. <image 1> At the end of fiscal 2017, Walmart had 2,960 million shares outstanding with a share price of $106. The company's weighted-average cost of capital was about 5%. Assume the marginal corporate tax rate was 35%. Calculate Return on start-of-the-year capital.","['11.14%', '13.14%', '15.14%', '17.14%']",?,MMMU_Finance_images/test\test_Finance_11_image_1.png,['Tables'],?,Hard,multiple-choice,Corporate Finance
test_Finance_12,Suppose your expectations regarding the stock price are as follows: <image 1> Compute the mean and standard deviation of the HPR on stocks,"['12%, 25.52%', '12%, 12.76%', '14%, 12.76%', '14%, 25.52%']",?,MMMU_Finance_images/test\test_Finance_12_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Marketing
test_Finance_13,"Peter, an intern at Elite Investments, is asked by his supervisor to perform simple analysis of bonds in the bond market. He wants to calculate the theoretical values of the following six bonds, especially bond E. Using the information provided below, calculate the intrinsic value of $1,000-par-value bond E. <image 1> ",[],?,MMMU_Finance_images/test\test_Finance_13_image_1.png,['Tables'],?,Hard,open,Managerial Finance
test_Finance_14,"For case D in the following table: <image 1>. Calculate the present value of the annuity, assuming that it is an ordinary annuity","['$2,822', '$374,598', '$85,293', '$31,492', '$810,092']",?,MMMU_Finance_images/test\test_Finance_14_image_1.png,['Tables'],?,Hard,multiple-choice,Managerial Finance
test_Finance_15,The following table shows estimates of the risk of two well-known Canadian stocks: <image 1>. What is the confidence interval on Loblaw's beta? ,"['-0.0 to 1.09', '-0.03 to 1.29', '-0.06 to 1.49', '-0.09 to 1.69']",?,MMMU_Finance_images/test\test_Finance_15_image_1.png,['Tables'],?,Easy,multiple-choice,Corporate Finance
test_Finance_16,"<image 1> If the opportunity cost of capital is 10%, which projects have positive NPVs?","['A, B, and C', 'A and B', 'A and C', 'B and C']",?,MMMU_Finance_images/test\test_Finance_16_image_1.png,['Tables'],?,Hard,multiple-choice,Corporate Finance
test_Finance_17,"For case A in the following table, calculate the future value ($) of the single cash flow deposited today at the end of the deposit period if the interest is compounded annually at the rate specified. <image 1>",[],?,MMMU_Finance_images/test\test_Finance_17_image_1.png,['Tables'],?,Easy,open,Managerial Finance
test_Finance_18,"For case B shown in the following table, determine the amount of the equal, annual, end-of-year deposits necessary to accumulate the given sum at the end of the specified period, assuming the stated annual interest rate. <image 1>","['$2,623', '$790', '$1,482', '$2,439']",?,MMMU_Finance_images/test\test_Finance_18_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Finance
test_Finance_19,"For case A in the following table: <image 1>. Calculate the present value of the annuity, assuming that it is an annuity due","['$419,549', '$93,822', '$3,386', '$33,696', '$850,597']",?,MMMU_Finance_images/test\test_Finance_19_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Finance
test_Finance_20,"For case E accompanying table, answer the questions that follow. <image 1> Calculate the future value of the annuity, assuming that it is an annuity due.",[],?,MMMU_Finance_images/test\test_Finance_20_image_1.png,['Tables'],?,Hard,open,Managerial Finance
test_Finance_21,"Clare Jaccard has $5,000 to invest. Because she is only 25 years old, she is not concerned about the length of the investment's life. What she is sensitive to is the rate of return she will earn on the investment. With the help of her financial advisor, Clare has isolated four equally risky investments, each providing a single amount at the end of its life, as shown in the following table. All the investments require an initial $5,000 payment. <image 1> Calculate, to the nearest 1%, the rate of return on investment A available to Clare.","['11%', '8%', '10%', '9%']",?,MMMU_Finance_images/test\test_Finance_21_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Finance
test_Finance_22,Consider the data in the following table: <image 1>. Determine the interest rate and present value of perpetuity B,"['interest rate = 5.0%; present value = $1,200,000', 'interest rate = 10.0%; present value = $1,000,000', 'interest rate = 8.0%; present value = $250,000', 'interest rate = 6.0%; present value = $50,000']",?,MMMU_Finance_images/test\test_Finance_22_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Finance
test_Finance_23,"Valuing a business* Phoenix Corp. faltered in the recent recession but is recovering. Free cash flow has grown rapidly. Forecasts made in 2019 are as follows: <image 1> Phoenix's recovery will be complete by 2024, and there will be no further growth in net income or free cash flow. Assume that Phoenix has 12 million shares outstanding. What is the price per share?",[],?,MMMU_Finance_images/test\test_Finance_23_image_1.png,['Tables'],?,Medium,open,Corporate Finance
test_Finance_24,Machines A and B are mutually exclusive and are expected to produce the following real cash flows: <image 1> Calculate the equivalent annual cash flow from each machine.,"['Machine A: $57,600; Machine B: $72,400', 'Machine A: $57,600; Machine B: $82,400', 'Machine A: $67,600; Machine B: $72,400', 'Machine A: $67,600; Machine B: $82,400']",?,MMMU_Finance_images/test\test_Finance_24_image_1.png,['Mathematical Notations'],?,Medium,multiple-choice,Corporate Finance
test_Finance_25,"For case D accompanying table, answer the questions that follow. <image 1> Calculate the future value of the annuity, assuming that it is an ordinary annuity.","['$126,827', '$223,248', '$36,216', '$4,058']",?,MMMU_Finance_images/test\test_Finance_25_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Finance
test_Finance_26,<image 1> Which point designates the optimal portfolio of risky assets?,"['Point E', 'Point F', 'Point G', 'Point H']",?,MMMU_Finance_images/test\test_Finance_26_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Financial Marketing
test_Finance_27,What is the beta of Stock B and C shown in the following table?<image 1>,"['Stock B: 1.5; Stock C: 2.0', 'Stock B: 2.0; Stock C: 1.5', 'Stock B: 1.5; Stock C: 0.5', 'Stock B: 0.0; Stock C: -1.0']",?,MMMU_Finance_images/test\test_Finance_27_image_1.png,['Tables'],?,Medium,multiple-choice,Corporate Finance
test_Finance_28,"The Rivoli Company has no debt outstanding, and its financial position is given by the following data: <image 1> The firm is considering selling bonds and simultaneously repurchasing some of its stock. If it moves to a capital structure with 30% debt based on market values, its cost of equity, rs, will increase to 11% to reflect the increased risk. Bonds can be sold at a cost, rd, of 7%. Rivoli is a no-growth firm. Hence, all its earnings are paid out as dividends. Earnings are expected to be constant over time. What would be the price of Rivoli's stock?",[],?,MMMU_Finance_images/test\test_Finance_28_image_1.png,['Tables'],?,Hard,open,Financial Management
test_Finance_29,Here are the percentage returns on two stocks. <image 1>. Calculate the monthly variance of each stock.,"['Digital Chhese: 47.48%; Executive Fruit: 26.23%', 'Digital Chhese: 47.48%; Executive Fruit: 23.23%', 'Digital Chhese: 44.48%; Executive Fruit: 23.23%', 'Digital Chhese: 44.48%; Executive Fruit: 26.23%']",?,MMMU_Finance_images/test\test_Finance_29_image_1.png,['Tables'],?,Easy,multiple-choice,Corporate Finance
test_Finance_30,"Suppose that there are many stocks in the security market and that the characteristics of stocks A and B are given as follows: <image 1> Suppose that it is possible to borrow at the risk-free rate, $r_f$. What must be the value of the risk-free rate? (Hint: Think about constructing a risk-free portfolio from stocks A and B.)","['5.00%', '6.67%', '8.33%', '11.667%']",?,MMMU_Finance_images/test\test_Finance_30_image_1.png,['Diagrams'],?,Easy,multiple-choice,Financial Marketing
test_Finance_31,Consider the following two mutually exclusive projects: <image 1> Calculate the NPV of each project for discount rates of 20%.,"['Project A: $20; Project B: $40', 'Project A: $4.14; Project B: $5.18', 'Project A: -$8.33; Project B: -$18.98', 'Project A: -$8.33; Project B: $5.18']",?,MMMU_Finance_images/test\test_Finance_31_image_1.png,['Tables'],?,Easy,multiple-choice,Corporate Finance
test_Finance_32,Gaucho Services starts life with all-equity financing and a cost of equity of 14%. Suppose it refinances to the following market-value capital structure: <image 1>. Use MM's proposition 2 to calculate the new cost of equity. Gaucho pays taxes at a marginal rate of $T_C$ = 40%,"['15.68%', '16.68%', '17.68%', '18.68%']",?,MMMU_Finance_images/test\test_Finance_32_image_1.png,['Diagrams'],?,Hard,multiple-choice,Corporate Finance
